year,month,orderdate,turnover,quantity,country,city,productname,categoryname
2016,11,2016-11-17,1092.000046,30,France,Strasbourg,RÃ¶ssle Sauerkraut,Produce
2016,11,2016-11-17,3465,35,France,Strasbourg,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2016,11,2016-11-17,2108.000031,10,France,Strasbourg,CÃ´te de Blaye,Beverages
2016,11,2016-11-17,560,35,France,Strasbourg,Maxilaku,Confections
2016,11,2016-11-17,165.2000027,28,France,Strasbourg,TourtiÃ¨re,Meat/Poultry
2016,11,2016-11-17,777.5999794,54,Germany,Cunewalde,Chartreuse verte,Beverages
2016,11,2016-11-17,1496.000042,55,Germany,Cunewalde,Camembert Pierrot,Dairy Products
2016,11,2016-11-20,559.9999905,50,France,Marseille,NuNuCa NuÃ-Nougat-Creme,Confections
2016,11,2016-11-20,848.0000305,20,France,Marseille,Manjimup Dried Apples,Produce
2016,11,2016-11-20,141.6000023,24,France,Marseille,TourtiÃ¨re,Meat/Poultry
2016,11,2016-11-21,200,20,Germany,Aachen,Gorgonzola Telino,Dairy Products
2016,11,2016-11-21,74.39999771,12,Germany,Aachen,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2016,11,2016-11-21,172.7999954,12,Germany,Aachen,LakkalikÃ¶Ã¶ri,Beverages
2016,11,2016-11-21,863.9999771,30,UK,London,Gudbrandsdalsost,Dairy Products
2016,11,2016-11-21,86.00000381,5,UK,London,Flotemysost,Dairy Products
2016,11,2016-11-22,403.1999817,24,Mexico,México D.F.,Queso Cabrales,Dairy Products
2016,11,2016-11-23,83.99999619,5,Spain,Barcelona,Louisiana Fiery Hot Pepper Sauce,Condiments
2016,11,2016-11-23,51.99999809,5,Spain,Barcelona,Original Frankfurter grÃ¼ne SoÃe,Condiments
2016,11,2016-11-23,403.1999931,36,Denmark,Århus,Sasquatch Ale,Beverages
2016,11,2016-11-23,106.2000017,18,Denmark,Århus,TourtiÃ¨re,Meat/Poultry
2016,11,2016-11-23,251.9999886,15,Denmark,Århus,Louisiana Fiery Hot Pepper Sauce,Condiments
2016,11,2016-11-23,72.79999733,7,Denmark,Århus,Original Frankfurter grÃ¼ne SoÃe,Condiments
2016,11,2016-11-24,40,5,Austria,Graz,Sir Rodney's Scones,Confections
2016,11,2016-11-24,473.2000198,13,Austria,Graz,RÃ¶ssle Sauerkraut,Produce
2016,11,2016-11-24,390.0000095,25,Austria,Graz,Ravioli Angelo,Grains/Cereals
2016,11,2016-11-24,931.0000134,35,Austria,Graz,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2016,11,2016-11-27,1980,20,USA,Lander,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2016,11,2016-11-27,547.1999931,18,USA,Lander,Gnocchi di nonna Alice,Grains/Cereals
2016,11,2016-11-28,215.9999943,15,Switzerland,Bern,Chai,Beverages
2016,11,2016-11-28,798.0000114,30,Switzerland,Bern,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2016,11,2016-11-28,160,20,Switzerland,Bern,Longlife Tofu,Produce
2016,11,2016-11-28,91.19999886,6,France,Toulouse,Inlagd Sill,Seafood
2016,11,2016-11-29,777.6000366,12,Brazil,Sao Paulo,Sir Rodney's Marmalade,Confections
2016,11,2016-11-29,8432.000122,40,Brazil,Sao Paulo,CÃ´te de Blaye,Beverages
2016,11,2016-11-29,1904.000053,70,Brazil,Sao Paulo,Camembert Pierrot,Dairy Products
2016,11,2016-11-29,1167.599968,42,Brazil,Sao Paulo,Mozzarella di Giovanni,Dairy Products
2016,11,2016-11-30,848.0000305,80,Ireland,Cork,Escargots de Bourgogne,Seafood
2016,11,2016-11-30,860.0000381,50,Ireland,Cork,Flotemysost,Dairy Products
2016,11,2016-11-30,300,30,Poland,Warszawa,Gorgonzola Telino,Dairy Products
2016,11,2016-11-30,159.0000057,15,Poland,Warszawa,Escargots de Bourgogne,Seafood
2016,12,2016-12-01,279.0000057,15,USA,Elgin,Tofu,Produce
2016,12,2016-12-01,59.00000095,10,USA,Elgin,TourtiÃ¨re,Meat/Poultry
2016,12,2016-12-04,420,42,Canada,Montréal,Gorgonzola Telino,Dairy Products
2016,12,2016-12-04,728.0000305,20,UK,London,RÃ¶ssle Sauerkraut,Produce
2016,12,2016-12-04,287.9999924,20,UK,London,Chartreuse verte,Beverages
2016,12,2016-12-05,103.2000046,6,Sweden,Bräcke,Flotemysost,Dairy Products
2016,12,2016-12-06,61.59999847,8,Brazil,Rio de Janeiro,Jack's New England Clam Chowder,Seafood
2016,12,2016-12-06,561.5999756,16,Brazil,Rio de Janeiro,Vegie-spread,Condiments
2016,12,2016-12-06,335.9999847,20,Brazil,Rio de Janeiro,Louisiana Fiery Hot Pepper Sauce,Condiments
2016,12,2016-12-07,372.6000137,18,Ireland,Cork,Nord-Ost Matjeshering,Seafood
2016,12,2016-12-07,524.0000153,20,Ireland,Cork,Perth Pasties,Meat/Poultry
2016,12,2016-12-07,163.2000046,6,Ireland,Cork,Camembert Pierrot,Dairy Products
2016,12,2016-12-07,360,30,Ireland,Cork,Outback Lager,Beverages
2016,12,2016-12-07,112,14,Venezuela,Barquisimeto,Longlife Tofu,Produce
2016,12,2016-12-08,544,32,Austria,Graz,Chef Anton's Gumbo Mix,Condiments
2016,12,2016-12-08,450,9,Austria,Graz,Carnarvon Tigers,Seafood
2016,12,2016-12-08,1386,14,Austria,Graz,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2016,12,2016-12-08,120,60,Austria,Graz,Geitost,Dairy Products
2016,12,2016-12-08,400,50,Austria,Graz,Longlife Tofu,Produce
2016,12,2016-12-11,96.00000381,20,UK,London,Konbu,Seafood
2016,12,2016-12-11,195,15,UK,London,Valkoinen suklaa,Confections
2016,12,2016-12-11,607.9999924,20,UK,London,Gnocchi di nonna Alice,Grains/Cereals
2016,12,2016-12-11,1814.400085,28,Sweden,Luleå,Sir Rodney's Marmalade,Confections
2016,12,2016-12-11,408.0000114,15,Sweden,Luleå,Camembert Pierrot,Dairy Products
2016,12,2016-12-12,240,10,USA,Lander,Uncle Bob's Organic Dried Pears,Produce
2016,12,2016-12-12,544.0000153,20,USA,Lander,Camembert Pierrot,Dairy Products
2016,12,2016-12-12,80,8,USA,Lander,Scottish Longbreads,Confections
2016,12,2016-12-13,53.99999857,15,Brazil,Sao Paulo,GuaranÃ¡ FantÃ¡stica,Beverages
2016,12,2016-12-13,111.9999981,10,Brazil,Sao Paulo,Sasquatch Ale,Beverages
2016,12,2016-12-13,53.99999857,15,Norway,Stavern,GuaranÃ¡ FantÃ¡stica,Beverages
2016,12,2016-12-13,218.4000092,6,Norway,Stavern,RÃ¶ssle Sauerkraut,Produce
2016,12,2016-12-13,528,12,Norway,Stavern,Raclette Courdavault,Dairy Products
2016,12,2016-12-13,258.0000114,15,Norway,Stavern,Flotemysost,Dairy Products
2016,12,2016-12-14,113.9999986,15,UK,London,Rogede sild,Seafood
2016,12,2016-12-14,111.9999981,20,UK,London,Filo Mix,Grains/Cereals
2016,12,2016-12-14,1048.000031,40,UK,London,Perth Pasties,Meat/Poultry
2016,12,2016-12-15,396.7999878,16,Canada,Tsawassen,Ikura,Seafood
2016,12,2016-12-15,288.0000114,15,Canada,Tsawassen,PÃ¢tÃ© chinois,Meat/Poultry
2016,12,2016-12-15,788.0000305,20,Canada,Tsawassen,Tarte au sucre,Confections
2016,12,2016-12-15,360,30,Canada,Tsawassen,Outback Lager,Beverages
2016,12,2016-12-18,600,60,Austria,Graz,Gorgonzola Telino,Dairy Products
2016,12,2016-12-18,575.9999847,40,Austria,Graz,Steeleye Stout,Beverages
2016,12,2016-12-18,432.0000172,45,Austria,Graz,Spegesild,Seafood
2016,12,2016-12-18,667.1999817,24,Austria,Graz,Mozzarella di Giovanni,Dairy Products
2016,12,2016-12-18,86.40000343,18,Germany,Aachen,Konbu,Seafood
2016,12,2016-12-19,1439.999962,50,Austria,Salzburg,Gudbrandsdalsost,Dairy Products
2016,12,2016-12-20,379.9999952,25,USA,Boise,Chang,Beverages
2016,12,2016-12-20,781.200016,42,USA,Boise,Tofu,Produce
2016,12,2016-12-20,78.39999866,7,USA,Boise,NuNuCa NuÃ-Nougat-Creme,Confections
2016,12,2016-12-20,1742.999973,70,USA,Boise,GumbÃ¤r GummibÃ¤rchen,Confections
2016,12,2016-12-20,320,32,USA,Boise,Gorgonzola Telino,Dairy Products
2016,12,2016-12-20,48.00000191,10,USA,Elgin,Konbu,Seafood
2016,12,2016-12-20,394.0000153,10,USA,Elgin,Tarte au sucre,Confections
2016,12,2016-12-21,268.8000107,28,Venezuela,San Cristóbal,Spegesild,Seafood
2016,12,2016-12-21,1834.000053,70,Venezuela,San Cristóbal,Perth Pasties,Meat/Poultry
2016,12,2016-12-21,230.3999939,8,Venezuela,San Cristóbal,Gudbrandsdalsost,Dairy Products
2016,12,2016-12-22,287.9999924,40,Germany,München,TunnbrÃ¶d,Grains/Cereals
2016,12,2016-12-22,1032.000046,60,Germany,München,Flotemysost,Dairy Products
2016,12,2016-12-22,583.799984,21,Germany,München,Mozzarella di Giovanni,Dairy Products
2016,12,2016-12-22,80,10,Portugal,Lisboa,Sir Rodney's Scones,Confections
2016,12,2016-12-22,763.2000275,18,Portugal,Lisboa,Manjimup Dried Apples,Produce
2016,12,2016-12-25,431.9999886,30,USA,Boise,Steeleye Stout,Beverages
2016,12,2016-12-25,2304.000092,120,USA,Boise,PÃ¢tÃ© chinois,Meat/Poultry
2016,12,2016-12-26,600,60,Denmark,Århus,Scottish Longbreads,Confections
2016,12,2016-12-26,516.0000229,30,Denmark,Århus,Flotemysost,Dairy Products
2016,12,2016-12-26,503.9999866,35,Denmark,Århus,LakkalikÃ¶Ã¶ri,Beverages
2016,12,2016-12-26,145.5999947,14,Denmark,Århus,Original Frankfurter grÃ¼ne SoÃe,Condiments
2016,12,2016-12-27,2079,21,UK,London,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2016,12,2016-12-27,503.9999866,35,UK,London,Steeleye Stout,Beverages
2016,12,2016-12-27,480,30,UK,London,Maxilaku,Confections
2016,12,2016-12-27,372.6000137,18,USA,Albuquerque,Nord-Ost Matjeshering,Seafood
2016,12,2016-12-27,2127.999973,70,USA,Albuquerque,Gnocchi di nonna Alice,Grains/Cereals
2016,12,2016-12-27,335.9999847,20,USA,Albuquerque,Louisiana Fiery Hot Pepper Sauce,Condiments
2016,12,2016-12-27,1032.000046,60,USA,Albuquerque,Flotemysost,Dairy Products
2016,12,2016-12-28,431.9999886,60,Austria,Graz,TunnbrÃ¶d,Grains/Cereals
2016,12,2016-12-28,2281.499901,65,Austria,Graz,Vegie-spread,Condiments
2016,12,2016-12-29,291.899992,21,Austria,Graz,Pavlova,Confections
2016,12,2016-12-29,713.9999866,70,Austria,Graz,Chocolade,Confections
2016,12,2016-12-29,746.9999886,30,Italy,Bergamo,GumbÃ¤r GummibÃ¤rchen,Confections
2016,12,2016-12-29,447.9999924,40,Italy,Bergamo,Singaporean Hokkien Fried Mee,Grains/Cereals
2016,12,2016-12-29,480,30,Italy,Bergamo,Maxilaku,Confections
2017,1,2017-01-01,400,50,Venezuela,I. de Margarita,Aniseed Syrup,Condiments
2017,1,2017-01-02,143.9999962,10,Brazil,Sao Paulo,Chai,Beverages
2017,1,2017-01-02,240,30,Brazil,Sao Paulo,Sir Rodney's Scones,Confections
2017,1,2017-01-02,1528.800064,42,Brazil,Sao Paulo,RÃ¶ssle Sauerkraut,Produce
2017,1,2017-01-02,75.99999905,5,Brazil,Sao Paulo,Inlagd Sill,Seafood
2017,1,2017-01-02,29.39999962,2,Brazil,Sao Paulo,Boston Crab Meat,Seafood
2017,1,2017-01-02,503.9999771,30,Germany,Köln,Queso Cabrales,Dairy Products
2017,1,2017-01-02,431.9999886,15,Germany,Köln,Gudbrandsdalsost,Dairy Products
2017,1,2017-01-02,258.0000114,15,Germany,Köln,Flotemysost,Dairy Products
2017,1,2017-01-03,207.9999924,10,France,Lille,Gravad lax,Seafood
2017,1,2017-01-03,35.40000057,6,France,Lille,TourtiÃ¨re,Meat/Poultry
2017,1,2017-01-03,1379.000053,35,France,Lille,Tarte au sucre,Confections
2017,1,2017-01-04,223.2000046,12,Argentina,Buenos Aires,Tofu,Produce
2017,1,2017-01-04,96,12,Argentina,Buenos Aires,Sir Rodney's Scones,Confections
2017,1,2017-01-05,98,49,Canada,Tsawassen,Geitost,Dairy Products
2017,1,2017-01-05,704,16,Canada,Tsawassen,Raclette Courdavault,Dairy Products
2017,1,2017-01-05,192.4999952,25,Canada,Tsawassen,Jack's New England Clam Chowder,Seafood
2017,1,2017-01-05,620,40,Canada,Tsawassen,Gula Malacca,Condiments
2017,1,2017-01-05,396,9,Canada,Tsawassen,Raclette Courdavault,Dairy Products
2017,1,2017-01-08,372.0000076,20,Finland,Oulu,Tofu,Produce
2017,1,2017-01-09,345.5999908,24,France,Toulouse,Chai,Beverages
2017,1,2017-01-09,1576.000061,40,France,Toulouse,Tarte au sucre,Confections
2017,1,2017-01-09,201.5999947,14,France,Toulouse,LakkalikÃ¶Ã¶ri,Beverages
2017,1,2017-01-09,131.4000034,18,Brazil,Sao Paulo,Teatime Chocolate Biscuits,Confections
2017,1,2017-01-09,100,50,Brazil,Sao Paulo,Geitost,Dairy Products
2017,1,2017-01-10,62.40000153,2,USA,Elgin,Alice Mutton,Meat/Poultry
2017,1,2017-01-10,40,20,USA,Elgin,Geitost,Dairy Products
2017,1,2017-01-11,146.0000038,20,Finland,Oulu,Teatime Chocolate Biscuits,Confections
2017,1,2017-01-11,262.0000076,10,Finland,Oulu,Perth Pasties,Meat/Poultry
2017,1,2017-01-11,312.0000076,20,Finland,Oulu,Ravioli Angelo,Grains/Cereals
2017,1,2017-01-11,10540.00015,50,Denmark,Kobenhavn,CÃ´te de Blaye,Beverages
2017,1,2017-01-11,19.20000076,2,Denmark,Kobenhavn,Spegesild,Seafood
2017,1,2017-01-11,360,36,Denmark,Kobenhavn,Scottish Longbreads,Confections
2017,1,2017-01-11,363.9999866,35,Denmark,Kobenhavn,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,1,2017-01-12,911.9999886,60,Germany,Cunewalde,Chang,Beverages
2017,1,2017-01-12,417.9999948,55,Germany,Cunewalde,Zaanse koeken,Confections
2017,1,2017-01-12,364.7999878,16,Germany,Cunewalde,Sirop d'Ã©rable,Condiments
2017,1,2017-01-12,120,15,Germany,Cunewalde,Longlife Tofu,Produce
2017,1,2017-01-15,1632.000046,60,Switzerland,Genève,Camembert Pierrot,Dairy Products
2017,1,2017-01-15,575.9999847,20,Switzerland,Genève,Gudbrandsdalsost,Dairy Products
2017,1,2017-01-16,1551.999969,20,Brazil,Resende,Mishi Kobe Niku,Meat/Poultry
2017,1,2017-01-16,9.600000381,2,Brazil,Resende,Konbu,Seafood
2017,1,2017-01-16,96,8,Brazil,Resende,Outback Lager,Beverages
2017,1,2017-01-16,240,20,Brazil,Resende,RÃ¶d Kaviar,Seafood
2017,1,2017-01-16,29.20000076,4,Brazil,Rio de Janeiro,Teatime Chocolate Biscuits,Confections
2017,1,2017-01-16,746.9999886,30,Brazil,Rio de Janeiro,GumbÃ¤r GummibÃ¤rchen,Confections
2017,1,2017-01-16,393.0000114,15,Brazil,Rio de Janeiro,Perth Pasties,Meat/Poultry
2017,1,2017-01-16,103.9999962,10,Brazil,Rio de Janeiro,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,1,2017-01-17,49.79999924,2,Italy,Torino,GumbÃ¤r GummibÃ¤rchen,Confections
2017,1,2017-01-18,140,14,Brazil,Campinas,Gorgonzola Telino,Dairy Products
2017,1,2017-01-18,880,20,Brazil,Campinas,Raclette Courdavault,Dairy Products
2017,1,2017-01-18,863.9999771,60,Canada,Montréal,Steeleye Stout,Beverages
2017,1,2017-01-18,10329.20015,49,Canada,Montréal,CÃ´te de Blaye,Beverages
2017,1,2017-01-18,300,30,Canada,Montréal,Scottish Longbreads,Confections
2017,1,2017-01-19,192.0000076,10,France,Toulouse,PÃ¢tÃ© chinois,Meat/Poultry
2017,1,2017-01-19,287.9999924,20,France,Toulouse,LakkalikÃ¶Ã¶ri,Beverages
2017,1,2017-01-22,151.9999981,5,Spain,Barcelona,Gnocchi di nonna Alice,Grains/Cereals
2017,1,2017-01-22,186.2000027,7,Spain,Barcelona,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,1,2017-01-22,651.0000134,35,Austria,Salzburg,Tofu,Produce
2017,1,2017-01-23,192.0000076,20,Italy,Reggio Emilia,Spegesild,Seafood
2017,1,2017-01-24,520,40,Ireland,Cork,Valkoinen suklaa,Confections
2017,1,2017-01-24,1228.499947,35,Ireland,Cork,Vegie-spread,Condiments
2017,1,2017-01-25,1404.000034,45,Austria,Graz,Alice Mutton,Meat/Poultry
2017,1,2017-01-25,400,50,Austria,Graz,Sir Rodney's Scones,Confections
2017,1,2017-01-25,911.9999886,30,Austria,Graz,Gnocchi di nonna Alice,Grains/Cereals
2017,1,2017-01-25,3080,70,Austria,Graz,Raclette Courdavault,Dairy Products
2017,1,2017-01-25,1560.000038,50,Canada,Tsawassen,Alice Mutton,Meat/Poultry
2017,1,2017-01-25,734.9999905,50,Canada,Tsawassen,Boston Crab Meat,Seafood
2017,1,2017-01-25,227.9999971,30,Canada,Tsawassen,Zaanse koeken,Confections
2017,1,2017-01-26,248.9999962,10,USA,Lander,GumbÃ¤r GummibÃ¤rchen,Confections
2017,1,2017-01-26,236.0000038,40,USA,Lander,TourtiÃ¨re,Meat/Poultry
2017,1,2017-01-29,851.1999893,28,Portugal,Lisboa,Gnocchi di nonna Alice,Grains/Cereals
2017,1,2017-01-29,100.7999954,6,Sweden,Bräcke,Queso Cabrales,Dairy Products
2017,1,2017-01-29,259.1999931,18,Sweden,Bräcke,LakkalikÃ¶Ã¶ri,Beverages
2017,1,2017-01-30,151.9999981,10,UK,London,Chang,Beverages
2017,1,2017-01-30,201.5999908,12,UK,London,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,1,2017-01-30,277.9999924,10,UK,London,Mozzarella di Giovanni,Dairy Products
2017,1,2017-01-31,48.00000191,5,France,Strasbourg,Spegesild,Seafood
2017,1,2017-01-31,1215.999985,40,France,Strasbourg,Gnocchi di nonna Alice,Grains/Cereals
2017,1,2017-01-31,798.0000114,30,France,Strasbourg,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,1,2017-01-31,148.7999954,24,France,Strasbourg,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,1,2017-01-31,393.0000114,15,Finland,Oulu,Perth Pasties,Meat/Poultry
2017,2,2017-02-01,109.5000029,15,Germany,Münster,Teatime Chocolate Biscuits,Confections
2017,2,2017-02-01,223.9999962,20,Germany,Münster,Sasquatch Ale,Beverages
2017,2,2017-02-01,234.0000057,15,Germany,Münster,Ravioli Angelo,Grains/Cereals
2017,2,2017-02-02,455.9999943,15,Canada,Montréal,Queso Manchego La Pastora,Dairy Products
2017,2,2017-02-02,222.3999939,16,Canada,Montréal,Pavlova,Confections
2017,2,2017-02-02,159.6000023,6,Canada,Montréal,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,2,2017-02-02,240,30,Canada,Montréal,Longlife Tofu,Produce
2017,2,2017-02-05,683.9999914,45,USA,Boise,Chang,Beverages
2017,2,2017-02-05,681.0999813,49,USA,Boise,Pavlova,Confections
2017,2,2017-02-05,2376,24,USA,Boise,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,2,2017-02-05,2051.999931,90,USA,Boise,Sirop d'Ã©rable,Condiments
2017,2,2017-02-05,1754.999924,50,USA,Anchorage,Schoggi Schokolade,Confections
2017,2,2017-02-06,503.9999771,30,Austria,Graz,Queso Cabrales,Dairy Products
2017,2,2017-02-06,472.0000076,80,Austria,Graz,TourtiÃ¨re,Meat/Poultry
2017,2,2017-02-06,816.0000229,60,Austria,Graz,Louisiana Hot Spiced Okra,Condiments
2017,2,2017-02-07,100.7999954,6,Italy,Reggio Emilia,Queso Cabrales,Dairy Products
2017,2,2017-02-07,436.8000183,12,Italy,Reggio Emilia,RÃ¶ssle Sauerkraut,Produce
2017,2,2017-02-07,312.0000076,10,Sweden,Luleå,Alice Mutton,Meat/Poultry
2017,2,2017-02-07,373.4999943,15,Sweden,Luleå,GumbÃ¤r GummibÃ¤rchen,Confections
2017,2,2017-02-07,115.1999969,8,Sweden,Luleå,Steeleye Stout,Beverages
2017,2,2017-02-07,230.9999943,30,Sweden,Luleå,Jack's New England Clam Chowder,Seafood
2017,2,2017-02-08,86.39999771,6,Sweden,Luleå,Chartreuse verte,Beverages
2017,2,2017-02-08,88.50000143,15,Sweden,Luleå,TourtiÃ¨re,Meat/Poultry
2017,2,2017-02-09,87.60000229,12,Germany,Münster,Teatime Chocolate Biscuits,Confections
2017,2,2017-02-09,71.99999809,20,Germany,Münster,GuaranÃ¡ FantÃ¡stica,Beverages
2017,2,2017-02-09,30,3,Germany,Münster,Gorgonzola Telino,Dairy Products
2017,2,2017-02-09,83.99999857,15,Germany,Münster,Filo Mix,Grains/Cereals
2017,2,2017-02-09,292.0000076,40,Brazil,Rio de Janeiro,Teatime Chocolate Biscuits,Confections
2017,2,2017-02-09,587.9999733,35,Brazil,Rio de Janeiro,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,2,2017-02-09,34.40000153,2,Brazil,Rio de Janeiro,Flotemysost,Dairy Products
2017,2,2017-02-12,149.3999977,6,Argentina,Buenos Aires,GumbÃ¤r GummibÃ¤rchen,Confections
2017,2,2017-02-12,293.9999962,20,Argentina,Buenos Aires,Boston Crab Meat,Seafood
2017,2,2017-02-13,347.1999893,14,France,Strasbourg,Ikura,Seafood
2017,2,2017-02-13,111.9999981,20,France,Strasbourg,Filo Mix,Grains/Cereals
2017,2,2017-02-13,1379.000053,35,France,Strasbourg,Tarte au sucre,Confections
2017,2,2017-02-14,495.9999847,20,France,Lyon,Ikura,Seafood
2017,2,2017-02-14,35.40000057,6,France,Lyon,TourtiÃ¨re,Meat/Poultry
2017,2,2017-02-14,2304.000092,120,Germany,Cunewalde,PÃ¢tÃ© chinois,Meat/Poultry
2017,2,2017-02-14,931.0000134,35,Germany,Cunewalde,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,2,2017-02-14,470.3999786,28,Germany,Cunewalde,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,2,2017-02-14,571.999979,55,Germany,Cunewalde,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,2,2017-02-15,546.0000229,15,USA,Boise,RÃ¶ssle Sauerkraut,Produce
2017,2,2017-02-15,1550,100,USA,Boise,Gula Malacca,Condiments
2017,2,2017-02-16,152.9999971,15,UK,London,Chocolade,Confections
2017,2,2017-02-16,300,25,UK,London,Outback Lager,Beverages
2017,2,2017-02-16,277.9999924,20,France,Toulouse,Pavlova,Confections
2017,2,2017-02-16,40,20,France,Toulouse,Geitost,Dairy Products
2017,2,2017-02-16,96.00000381,10,France,Toulouse,Spegesild,Seafood
2017,2,2017-02-19,287.9999924,20,Finland,Oulu,Chartreuse verte,Beverages
2017,2,2017-02-19,1310.000038,50,Finland,Oulu,Perth Pasties,Meat/Poultry
2017,2,2017-02-19,569.9999809,25,Finland,Oulu,Sirop d'Ã©rable,Condiments
2017,2,2017-02-19,516.0000229,30,Finland,Oulu,Flotemysost,Dairy Products
2017,2,2017-02-20,320,40,Germany,Brandenburg,Sir Rodney's Scones,Confections
2017,2,2017-02-20,336,21,Germany,Brandenburg,Maxilaku,Confections
2017,2,2017-02-20,1584,36,Germany,Brandenburg,Raclette Courdavault,Dairy Products
2017,2,2017-02-21,746.9999886,30,Belgium,Charleroi,GumbÃ¤r GummibÃ¤rchen,Confections
2017,2,2017-02-21,1092.000046,30,Belgium,Charleroi,RÃ¶ssle Sauerkraut,Produce
2017,2,2017-02-21,735.9999847,20,Belgium,Charleroi,Ipoh Coffee,Beverages
2017,2,2017-02-21,455.9999943,15,Belgium,Charleroi,Gnocchi di nonna Alice,Grains/Cereals
2017,2,2017-02-21,860.0000381,50,Belgium,Charleroi,Flotemysost,Dairy Products
2017,2,2017-02-22,384,16,France,Lyon,Uncle Bob's Organic Dried Pears,Produce
2017,2,2017-02-22,192.0000076,20,France,Lyon,Spegesild,Seafood
2017,2,2017-02-22,1111.999969,40,France,Lyon,Mozzarella di Giovanni,Dairy Products
2017,2,2017-02-23,210,21,Sweden,Bräcke,Scottish Longbreads,Confections
2017,2,2017-02-23,24.79999924,4,Sweden,Bräcke,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,2,2017-02-23,320,40,Venezuela,Barquisimeto,Sir Rodney's Scones,Confections
2017,2,2017-02-23,579.6000214,28,Venezuela,Barquisimeto,Nord-Ost Matjeshering,Seafood
2017,2,2017-02-23,1152.000046,60,Venezuela,Barquisimeto,PÃ¢tÃ© chinois,Meat/Poultry
2017,2,2017-02-26,4.800000191,1,UK,London,Konbu,Seafood
2017,2,2017-02-26,151.199996,21,UK,London,TunnbrÃ¶d,Grains/Cereals
2017,2,2017-02-27,153.300004,21,Belgium,Charleroi,Teatime Chocolate Biscuits,Confections
2017,2,2017-02-27,559.9999905,50,Belgium,Charleroi,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,2,2017-02-27,281.6000061,16,Portugal,Lisboa,Chef Anton's Cajun Seasoning,Condiments
2017,2,2017-02-27,110.3999977,3,Portugal,Lisboa,Ipoh Coffee,Beverages
2017,2,2017-02-27,911.9999886,30,Portugal,Lisboa,Gnocchi di nonna Alice,Grains/Cereals
2017,2,2017-02-27,544.0000153,20,Portugal,Lisboa,Camembert Pierrot,Dairy Products
2017,2,2017-02-28,89.99999762,25,Denmark,Århus,GuaranÃ¡ FantÃ¡stica,Beverages
2017,2,2017-02-28,1782,18,Denmark,Århus,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,2,2017-02-28,293.9999962,20,Denmark,Århus,Boston Crab Meat,Seafood
2017,2,2017-02-28,227.9999971,30,Denmark,Århus,Rogede sild,Seafood
2017,2,2017-02-28,325,25,Denmark,Århus,Valkoinen suklaa,Confections
2017,3,2017-03-01,167.9999924,10,Brazil,Sao Paulo,Queso Cabrales,Dairy Products
2017,3,2017-03-01,48.00000191,5,Brazil,Sao Paulo,Spegesild,Seafood
2017,3,2017-03-01,100.7999973,28,Italy,Bergamo,GuaranÃ¡ FantÃ¡stica,Beverages
2017,3,2017-03-01,134.3999977,12,Italy,Bergamo,NuNuCa NuÃ-Nougat-Creme,Confections
2017,3,2017-03-02,165.6000061,8,Germany,Brandenburg,Nord-Ost Matjeshering,Seafood
2017,3,2017-03-02,551.9999886,15,Germany,Brandenburg,Ipoh Coffee,Beverages
2017,3,2017-03-05,607.9999924,40,USA,Seattle,Chang,Beverages
2017,3,2017-03-05,486.4999866,35,USA,Seattle,Pavlova,Confections
2017,3,2017-03-05,31,2,USA,Seattle,Gula Malacca,Condiments
2017,3,2017-03-06,1500,30,France,Marseille,Carnarvon Tigers,Seafood
2017,3,2017-03-06,107.9999971,15,France,Marseille,TunnbrÃ¶d,Grains/Cereals
2017,3,2017-03-06,212.8000031,8,France,Marseille,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,3,2017-03-06,720,30,UK,London,Uncle Bob's Organic Dried Pears,Produce
2017,3,2017-03-06,607.9999924,20,UK,London,Gnocchi di nonna Alice,Grains/Cereals
2017,3,2017-03-07,287.9999924,80,UK,London,GuaranÃ¡ FantÃ¡stica,Beverages
2017,3,2017-03-07,763.2000275,18,UK,London,Manjimup Dried Apples,Produce
2017,3,2017-03-08,24,12,UK,Cowes,Geitost,Dairy Products
2017,3,2017-03-08,206.4000092,12,UK,Cowes,Flotemysost,Dairy Products
